Player,Player ID,Date of Birth,Team,TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),G,A,PTS,+/-,S,Sh%,Position,Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI
Dylan Holloway,8482077,2001-09-23,EDM,25897.380000000005,431:37,38,681.5100000000001,11:22,6,3,9,-1,57,0.10526315789473684,F,19.487144878611648,-5.4871448786116295,14.639398934520091,-0.6393989345200914,444.0,0.574385510996119,329.0,233.0,0.5696821515892421,176.0,46.0,34.0,0.575,94.0,84.0,0.5922330097087378,42.0
Christian Dvorak,8477989,1996-02-02,MTL,27920.899999999987,465:21,30,930.696666666666,15:31,5,4,9,-5,40,0.125,F,16.24213350966567,-3.2421335096656714,27.71362059112054,-2.713620591120536,367.0,0.4041850220264317,541.0,183.0,0.3978260869565217,277.0,39.0,58.0,0.4020618556701031,68.0,135.0,0.4478527607361963,90.0
Julien Gauthier,8479328,1997-10-15,NYI,16489.229999999996,274:49,27,610.7122222222222,10:11,5,4,9,-5,31,0.16129032258064516,F,7.211991397075518,1.7880086029244804,13.855678972568477,0.1443210274315235,194.0,0.3716475095785441,328.0,93.0,0.369047619047619,159.0,19.0,36.0,0.3454545454545454,34.0,72.0,0.5,49.0
Vinni Lettieri,8479968,1995-02-06,MIN,26388.026666666665,439:48,46,573.6527536231883,9:34,5,4,9,-7,51,0.09803921568627451,F,11.808139241771874,2.1918607582281258,19.056404932414218,2.943595067585777,356.0,0.4422360248447205,449.0,175.0,0.43424317617866,228.0,22.0,43.0,0.3384615384615385,78.0,91.0,0.4924242424242424,67.0
Zachary Bolduc,8482737,2003-02-24,STL,18000.249999999996,300:00,25,720.0099999999998,12:00,5,4,9,0,37,0.13513513513513514,F,11.564040342406988,1.4359596575930116,12.777758581030575,0.2222414189694243,231.0,0.4494163424124514,283.0,133.0,0.4666666666666667,152.0,22.0,32.0,0.4074074074074074,72.0,66.0,0.5454545454545454,35.0
Josh Doan,8482659,2002-02-01,ARI,8126.433333333326,135:26,11,738.766666666666,12:19,5,4,9,7,24,0.20833333333333334,F,7.739556960465924,3.2604430395340778,5.225029366452072,-0.2250293664520718,125.0,0.4901960784313725,130.0,76.0,0.5428571428571428,64.0,18.0,12.0,0.6,28.0,27.0,0.5476190476190477,19.0
Kyle MacLean,8481237,1999-04-29,NYI,19352.1,322:32,32,604.753125,10:05,4,5,9,5,28,0.14285714285714285,F,10.996840121189996,0.0031598788100039,13.370388794039895,-7.370388794039896,230.0,0.4197080291970803,318.0,121.0,0.4432234432234432,152.0,27.0,37.0,0.421875,41.0,53.0,0.5740740740740741,46.0
Joshua Roy,,,MTL,16744.21666666666,279:04,23,728.0094202898547,12:08,4,5,9,-3,39,0.10256410256410256,F,12.78196185007117,-0.7819618500711704,12.14714783529623,2.852852164703771,261.0,0.5038610038610039,257.0,144.0,0.51985559566787,133.0,31.0,23.0,0.5740740740740741,57.0,59.0,0.5875,34.0
Fredrik Olofsson,8478028,1996-05-27,COL,33320.29333333333,555:20,57,584.5665497076022,9:45,3,6,9,-5,40,0.075,F,16.876343374919003,-1.876343374919,31.05157468603031,-1.05157468603031,375.0,0.4080522306855277,544.0,189.0,0.3929313929313929,292.0,39.0,79.0,0.3305084745762712,67.0,124.0,0.5028248587570622,86.0
Adam Ruzicka,8480008,1999-05-11,ARI,25189.72,419:50,42,599.7552380952382,10:00,3,6,9,-9,41,0.07317073170731707,F,18.46341368834984,-4.4634136883498385,18.893292215934185,-0.8932922159341906,410.0,0.5242966751918159,372.0,214.0,0.5270935960591133,192.0,44.0,40.0,0.5238095238095238,103.0,95.0,0.5566037735849056,47.0
Joel Kiviranta,8481641,1996-03-23,COL,32970.66666666666,549:31,56,588.7619047619046,9:49,3,6,9,0,41,0.07317073170731707,F,17.86551089442518,0.1344891055748095,28.67503842211765,-3.6750384221176575,415.0,0.4373024236037934,534.0,217.0,0.4213592233009708,298.0,36.0,66.0,0.3529411764705882,65.0,133.0,0.5235294117647059,81.0
Matthew Coronato,8482679,2002-11-14,CGY,25694.31333333333,428:14,34,755.7150980392156,12:36,3,6,9,-15,60,0.05,F,21.155926498871175,-2.1559264988711786,20.38392260101885,5.61607739898115,441.0,0.5306859205776173,390.0,238.0,0.519650655021834,220.0,48.0,42.0,0.5333333333333333,87.0,98.0,0.5166666666666667,58.0
Andreas Athanasiou,8476960,1994-08-06,CHI,21981.869999999988,366:22,28,785.0667857142853,13:05,2,7,9,-7,44,0.045454545454545456,F,16.12072376229112,-2.120723762291119,21.20149259147141,-3.2014925914714216,304.0,0.4367816091954023,392.0,167.0,0.4271099744245524,224.0,45.0,53.0,0.4591836734693877,75.0,92.0,0.5072463768115942,68.0
Kevin Labanc,8478099,1995-12-12,SJS,32041.999999999985,534:02,46,696.565217391304,11:37,2,7,9,-27,56,0.03571428571428571,F,20.50951001366772,-7.509510013667718,26.744708307862872,9.255291692137131,527.0,0.5111542192046556,504.0,260.0,0.4914933837429111,269.0,37.0,71.0,0.3425925925925926,90.0,114.0,0.5428571428571428,65.0
Ty Dellandrea,8480848,2000-07-21,DAL,31930.289999999994,532:10,42,760.2449999999999,12:40,2,7,9,-10,54,0.037037037037037035,F,19.48725771556038,-1.4872577155603812,27.542383166526257,12.457616833473743,443.0,0.455761316872428,529.0,242.0,0.4540337711069418,291.0,47.0,66.0,0.415929203539823,80.0,155.0,0.5290322580645161,74.0
William Carrier,8477478,1994-12-20,VGK,26130.313333333343,435:30,39,670.0080341880345,11:10,6,2,8,3,70,0.08571428571428572,F,21.86060041051499,-6.860600410514984,15.38252133973866,-3.382521339738662,448.0,0.5378151260504201,385.0,246.0,0.562929061784897,191.0,52.0,31.0,0.6265060240963856,117.0,83.0,0.4727272727272727,58.0
Matt Martin,8474709,1989-05-08,NYI,31809.516666666656,530:10,57,558.0616959064325,9:18,4,4,8,6,48,0.08333333333333333,F,18.910271381167032,-0.910271381167021,22.437616749428045,-10.437616749428036,391.0,0.4120126448893572,558.0,201.0,0.4369565217391304,259.0,47.0,59.0,0.4433962264150943,75.0,104.0,0.5847953216374269,70.0
Cole Guttman,8480252,1999-04-06,CHI,20433.439999999995,340:33,27,756.7940740740739,12:37,4,4,8,-17,53,0.07547169811320754,F,12.756443637548667,-3.756443637548667,20.299739860381298,1.700260139618706,307.0,0.4651515151515151,353.0,163.0,0.4515235457063712,198.0,26.0,56.0,0.3170731707317073,52.0,98.0,0.5877192982456141,48.0
Jesse Ylonen,8481058,1999-10-03,MTL,36179.17333333331,602:59,59,613.2063276836154,10:13,4,4,8,-1,51,0.0784313725490196,F,22.91755569347838,-3.9175556934783646,32.50465697556167,-8.504656975561673,447.0,0.3973333333333333,678.0,254.0,0.4276094276094276,340.0,60.0,70.0,0.4615384615384615,99.0,147.0,0.4714285714285714,111.0
Dryden Hunt,8478211,1995-11-24,CGY,18670.146666666675,311:10,28,666.7909523809526,11:07,3,5,8,1,32,0.09375,F,12.120455123388416,1.8795448766115816,14.33421385981416,-1.3342138598141564,304.0,0.5250431778929189,275.0,159.0,0.5162337662337663,149.0,25.0,31.0,0.4464285714285714,67.0,52.0,0.5,41.0
Travis Boyd,8476329,1993-09-14,ARI,9221.680000000008,153:42,16,576.3550000000005,9:36,2,6,8,3,12,0.16666666666666666,F,7.298796098299756,2.7012039017002443,8.064436743087914,-1.0644367430879105,111.0,0.4141791044776119,157.0,64.0,0.4353741496598639,83.0,19.0,16.0,0.5428571428571428,36.0,32.0,0.4166666666666667,28.0
Brendan Brisson,8482153,2001-10-22,VGK,11106.899999999996,185:07,15,740.4599999999997,12:20,2,6,8,-5,23,0.08695652173913043,F,9.06471794695742,2.935282053042582,7.589352358540702,7.4106476414593,169.0,0.4941520467836257,173.0,90.0,0.5056179775280899,88.0,22.0,16.0,0.5789473684210527,39.0,41.0,0.4693877551020408,26.0
Justin Brazeau,8479638,1998-02-02,BOS,12643.850000000004,210:44,19,665.4657894736845,11:05,5,2,7,4,30,0.16666666666666666,F,13.111363999864832,-1.1113639998648366,5.6272697001509595,0.3727302998490406,184.0,0.4919786096256685,190.0,104.0,0.5445026178010471,87.0,34.0,9.0,0.7906976744186046,48.0,39.0,0.5945945945945946,15.0
Ryan Lomberg,8479066,1994-12-09,FLA,42890.51000000001,714:51,75,571.8734666666668,9:32,5,2,7,0,66,0.07575757575757576,F,21.77069778262371,-1.7706977826237125,26.085694458610547,-5.085694458610544,602.0,0.4950657894736842,614.0,310.0,0.4952076677316294,316.0,50.0,66.0,0.4310344827586206,103.0,108.0,0.5483870967741935,84.0
Pierre-Edouard Bellemare,8477930,1985-03-06,SEA,23621.93666666665,393:42,40,590.5484166666662,9:51,4,3,7,4,28,0.14285714285714285,F,9.904371170771851,3.09562882922815,19.756684603504176,0.2433153964958193,299.0,0.430835734870317,395.0,137.0,0.4151515151515151,193.0,22.0,40.0,0.3548387096774194,58.0,130.0,0.4786324786324786,60.0
Michael Sgarbossa,8475958,1992-07-25,WSH,16433.48333333333,273:53,25,657.3393333333331,10:57,4,3,7,0,30,0.13333333333333333,F,11.21240114635672,-0.2124011463567169,11.047699057141529,-2.047699057141524,238.0,0.4897119341563786,248.0,124.0,0.484375,132.0,28.0,22.0,0.56,49.0,55.0,0.5555555555555556,36.0
Noel Acciari,8478569,1991-12-01,PIT,42914.46666666667,715:14,55,780.2630303030303,13:00,4,3,7,-8,61,0.06557377049180328,F,19.394507328689567,-2.394507328689567,44.26753109766086,-2.2675310976608287,463.0,0.3384502923976608,905.0,248.0,0.3599419448476052,441.0,53.0,88.0,0.375886524822695,84.0,236.0,0.5305343511450382,123.0
Mitchell Chaffee,8482070,1998-01-26,TBL,20240.766666666663,337:21,30,674.6922222222221,11:15,4,3,7,2,25,0.16,F,9.501282786377145,2.4987172136228595,14.10917323295448,-4.109173232954478,288.0,0.4939965694682676,295.0,145.0,0.4965753424657534,147.0,21.0,24.0,0.4666666666666667,59.0,72.0,0.5591397849462365,41.0
Radim Zohorna,8482241,1996-04-29,PIT,19282.67000000001,321:23,33,584.3233333333335,9:44,4,3,7,0,40,0.1,F,15.65838448756433,-4.658384487564339,13.989893119799351,-2.989893119799349,333.0,0.5370967741935484,287.0,176.0,0.5333333333333333,154.0,43.0,41.0,0.5119047619047619,80.0,54.0,0.5346534653465347,47.0
Dillon Dube,8479346,1998-07-20,CGY,28753.323333333337,479:13,43,668.6819379844961,11:09,3,4,7,-13,45,0.06666666666666667,F,17.331170873695108,-2.331170873695107,26.617249645423037,0.3827503545769741,433.0,0.4631016042780748,502.0,214.0,0.4412371134020618,271.0,44.0,53.0,0.4536082474226804,91.0,128.0,0.5333333333333333,77.0
David Gustafsson,8481019,2000-04-11,WPG,21651.083333333325,360:51,39,555.1559829059827,9:15,3,4,7,1,30,0.1,F,10.265126906940296,-0.2651269069402989,17.524866470901717,-3.5248664709017197,278.0,0.4505672609400324,339.0,153.0,0.4396551724137931,195.0,29.0,39.0,0.4264705882352941,44.0,79.0,0.4716981132075472,56.0
Nils Åman,8482496,2000-02-07,VAN,26624.43666666666,443:44,43,619.172945736434,10:19,3,4,7,-3,29,0.10344827586206896,F,13.039297824813412,-2.0392978248134095,17.40638664559185,7.59361335440815,284.0,0.4062947067238913,415.0,142.0,0.3806970509383378,231.0,38.0,34.0,0.5277777777777778,53.0,82.0,0.4682539682539682,67.0
Walker Duehr,8482652,1997-11-23,CGY,19351.17333333332,322:31,40,483.77933333333306,8:04,2,5,7,-3,30,0.06666666666666667,F,12.417030319599547,0.5829696804004516,16.65153496119864,0.3484650388013587,265.0,0.4491525423728814,325.0,140.0,0.4545454545454545,168.0,30.0,37.0,0.4477611940298507,46.0,74.0,0.4947368421052631,48.0
Sammy Blais,8478104,1996-06-17,STL,30782.34999999999,513:02,53,580.7990566037735,9:41,1,6,7,-12,34,0.029411764705882353,F,14.44203187161329,-4.442031871613288,23.070290573694496,-1.0702905736944897,399.0,0.4433333333333333,501.0,210.0,0.4312114989733059,277.0,38.0,54.0,0.4130434782608695,77.0,101.0,0.5263157894736842,73.0
Ryan Reaves,8471817,1987-01-20,TOR,23812.92333333334,396:53,49,485.97802721088453,8:06,4,2,6,-12,28,0.14285714285714285,F,12.07358315547865,-1.073583155478646,16.910701987573972,7.089298012426029,334.0,0.4677871148459384,380.0,181.0,0.5070028011204482,176.0,33.0,40.0,0.4520547945205479,48.0,82.0,0.4941176470588235,44.0
Tyson Jost,8479370,1998-03-14,BUF,27321.816666666666,455:22,43,635.3910852713178,10:35,3,3,6,-10,44,0.06818181818181818,F,11.49805550270054,1.5019444972994604,21.906768265334247,3.0932317346657534,315.0,0.4205607476635514,434.0,157.0,0.398477157360406,237.0,25.0,58.0,0.3012048192771084,45.0,128.0,0.4428571428571428,78.0
Jakub Vrana,8477944,1996-02-28,STL,15251.819999999989,254:12,21,726.2771428571424,12:06,2,4,6,-7,45,0.044444444444444446,F,12.791051622820616,-3.791051622820615,14.428788879894318,0.5712111201056829,236.0,0.4957983193277311,240.0,132.0,0.4835164835164835,141.0,28.0,35.0,0.4444444444444444,57.0,64.0,0.3428571428571428,46.0
Tomas Nosek,8477931,1992-09-01,NJD,25460.363333333335,424:20,36,707.2323148148148,11:47,2,4,6,-11,39,0.05128205128205128,F,14.09644176203794,-4.096441762037942,25.010980763439484,2.9890192365605164,320.0,0.4071246819338422,466.0,171.0,0.3986013986013986,258.0,32.0,64.0,0.3333333333333333,69.0,119.0,0.487012987012987,79.0
Oliver Wahlstrom,8480789,2000-06-13,NYI,21183.186666666665,353:03,32,661.9745833333333,11:02,2,4,6,-6,39,0.05128205128205128,F,15.570720644254749,-2.570720644254746,17.9929554042928,-1.9929554042928057,327.0,0.4516574585635359,397.0,168.0,0.4640883977900552,194.0,43.0,42.0,0.5058823529411764,73.0,87.0,0.5041322314049587,59.0
Jonatan Berggren,8481013,2000-07-16,DET,7801.043333333332,130:01,12,650.0869444444444,10:50,2,4,6,-1,15,0.13333333333333333,F,5.336070904840409,3.6639290951595935,6.483202988978491,2.5167970110215103,103.0,0.4256198347107438,139.0,61.0,0.465648854961832,70.0,13.0,14.0,0.4814814814814814,23.0,31.0,0.5,19.0
Ivan Miroshnichenko,,,WSH,15282.500000000007,254:43,21,727.7380952380956,12:08,2,4,6,-4,33,0.06060606060606061,F,10.533827778945373,-1.5338277789453716,11.087751639296677,-0.0877516392966692,243.0,0.4929006085192697,250.0,102.0,0.4358974358974359,132.0,23.0,22.0,0.5111111111111111,66.0,55.0,0.6086956521739131,27.0
Zach Sanford,8477482,1994-11-09,CHI,18836.983333333326,313:57,29,649.5511494252871,10:50,0,6,6,0,24,0%,F,15.170835306562411,-6.170835306562401,12.758294757873427,-4.758294757873424,280.0,0.4770017035775127,307.0,155.0,0.492063492063492,160.0,36.0,28.0,0.5625,62.0,66.0,0.5360824742268041,46.0
Filip Chytil,8480078,1999-09-05,NYR,9528.079999999998,158:48,10,952.808,15:53,0,6,6,0,23,0%,F,8.3878584937332,0.6121415062667992,6.036374948522282,1.9636250514777176,165.0,0.6,110.0,81.0,0.5436241610738255,68.0,16.0,11.0,0.5925925925925926,40.0,18.0,0.5294117647058824,16.0
Shane Wright,8483524,2004-01-05,SEA,6495.783333333328,108:16,8,811.972916666666,13:32,4,1,5,1,14,0.2857142857142857,F,6.433114534832816,-0.4331145348328172,3.075650051111851,0.9243499488881496,130.0,0.6532663316582915,69.0,56.0,0.5894736842105263,39.0,17.0,7.0,0.7083333333333334,29.0,12.0,0.8095238095238095,4.0
Brendan Lemieux,8477962,1996-03-15,CAR,15331.313333333332,255:31,32,479.1035416666666,7:59,3,2,5,0,26,0.11538461538461539,F,9.144418165008398,1.8555818349916011,13.072996155949326,-2.0729961559493297,241.0,0.5452488687782805,201.0,117.0,0.4875,123.0,22.0,33.0,0.4,38.0,45.0,0.5,35.0
Axel Jonsson-Fjällby,8479536,1998-02-10,WPG,12636.526666666665,210:37,26,486.0202564102564,8:06,2,3,5,6,25,0.08,F,8.198098272279017,-0.1980982722790177,7.016126026052087,-4.016126026052086,201.0,0.5417789757412399,170.0,98.0,0.5268817204301075,88.0,22.0,16.0,0.5789473684210527,39.0,36.0,0.4528301886792453,29.0
Reese Johnson,8481147,1998-07-10,CHI,27488.62666666667,458:09,42,654.4911111111112,10:54,2,3,5,-20,51,0.0392156862745098,F,15.00579658913738,-5.005796589137377,28.206712368374127,9.793287631625864,378.0,0.4334862385321101,494.0,198.0,0.4267241379310345,266.0,44.0,66.0,0.4,59.0,146.0,0.5246913580246914,77.0
Jake Lucchini,8481422,1995-05-09,MIN,22965.383333333335,382:45,40,574.1345833333334,9:34,2,3,5,-3,27,0.07407407407407407,F,9.288785950821776,0.7112140491782253,20.757572124719697,-3.757572124719699,268.0,0.3850574712643678,428.0,136.0,0.3746556473829201,227.0,20.0,48.0,0.2941176470588235,64.0,96.0,0.5547445255474452,61.0
Nick Bonino,8474009,1988-04-20,NYR,33115.09333333333,551:55,45,735.8909629629629,12:16,1,4,5,-12,33,0.030303030303030304,F,13.704453855144951,-5.704453855144949,31.70874543024939,0.2912545697506097,330.0,0.3182256509161041,707.0,182.0,0.358974358974359,325.0,34.0,72.0,0.320754716981132,45.0,176.0,0.4271356783919598,114.0
Dominic Toninato,8476952,1994-03-09,WPG,9224.39999999999,153:44,15,614.9599999999995,10:15,1,4,5,7,10,0.1,F,5.432966307085199,1.5670336929148,3.5613704241048625,-2.5613704241048625,148.0,0.5342960288808665,129.0,76.0,0.5390070921985816,65.0,13.0,5.0,0.7222222222222222,26.0,27.0,0.5918367346938775,20.0
Matthew Phillips,8479547,1998-04-06,WSH,18901.370000000003,315:01,31,609.7216129032258,10:10,1,4,5,-3,22,0.045454545454545456,F,14.187385401335405,-3.1873854013354075,13.81066851985758,-1.8106685198575825,281.0,0.4746621621621621,311.0,137.0,0.4773519163763066,150.0,27.0,38.0,0.4153846153846154,74.0,66.0,0.5058823529411764,42.0
Olle Lycksell,8480245,1999-08-24,PHI,10740.9,179:01,18,596.7166666666668,9:57,1,4,5,0,28,0.03571428571428571,F,6.329826281553817,-0.3298262815538179,4.730866060030297,1.269133939969704,181.0,0.558641975308642,143.0,85.0,0.6115107913669064,54.0,19.0,15.0,0.5588235294117647,35.0,26.0,0.4117647058823529,20.0
Maxwell Willman,8478051,1995-02-13,NJD,8992.216666666662,149:52,18,499.56759259259235,8:20,3,1,4,1,20,0.15,F,3.36060421674747,1.6393957832525303,8.702591275161272,-4.702591275161273,108.0,0.4029850746268656,160.0,63.0,0.3865030674846625,100.0,6.0,25.0,0.1935483870967742,15.0,38.0,0.5573770491803278,27.0
Jesse Puljujarvi,8479344,1998-05-07,PIT,12105.1,201:45,22,550.2318181818182,9:10,3,1,4,1,26,0.11538461538461539,F,7.731258612390148,0.268741387609853,8.325775311688258,-1.325775311688255,191.0,0.5079787234042553,185.0,109.0,0.5265700483091788,98.0,17.0,17.0,0.5,34.0,52.0,0.5344827586206896,27.0
Kevin Rooney,8479291,1993-05-21,CGY,22214.866666666672,370:15,33,673.1777777777779,11:13,3,1,4,-4,26,0.11538461538461539,F,10.76173491127732,-0.7617349112773157,25.225303759217045,4.774696240782946,274.0,0.3795013850415512,448.0,133.0,0.3746478873239436,222.0,22.0,51.0,0.3013698630136986,36.0,155.0,0.525,57.0
Akil Thomas,8480851,2000-01-02,LAK,3640.46666666667,60:40,7,520.0666666666671,8:40,3,1,4,1,8,0.375,F,2.2197007175320707,1.7802992824679298,2.0694769386636485,0.9305230613363508,53.0,0.4818181818181818,57.0,26.0,0.4814814814814814,28.0,4.0,5.0,0.4444444444444444,5.0,11.0,0.5882352941176471,7.0
Mason Morelli,8481462,1996-02-01,VGK,5805.816666666659,96:46,9,645.0907407407399,10:45,3,1,4,-3,10,0.3,F,4.02557384185911,-0.0255738418591106,4.333237881080272,1.6667621189197293,76.0,0.4393063583815029,97.0,48.0,0.4948453608247423,49.0,14.0,12.0,0.5384615384615384,18.0,21.0,0.3333333333333333,18.0
Taylor Hall,8475791,1991-11-14,CHI,9808.333333333325,163:28,10,980.8333333333322,16:21,2,2,4,-3,23,0.08695652173913043,F,10.699019998621072,-3.6990199986210697,7.775500482876795,-2.7755004828767933,180.0,0.5642633228840125,139.0,92.0,0.5348837209302325,80.0,23.0,23.0,0.5,59.0,29.0,0.5,24.0
Austin Watson,8475766,1992-01-13,TBL,14384.730000000003,239:45,33,435.9009090909093,7:16,2,2,4,2,17,0.11764705882352941,F,5.299123152023358,1.7008768479766416,7.996705236122499,-2.9967052361225024,168.0,0.4189526184538653,233.0,75.0,0.4010695187165775,112.0,12.0,18.0,0.4,33.0,40.0,0.5142857142857142,35.0
Brendan Gaunce,8476867,1994-03-25,CBJ,16888.200000000008,281:28,24,703.6750000000003,11:44,2,2,4,-7,25,0.08,F,7.842924413767175,-1.842924413767176,17.4165670481389,-1.4165670481388988,235.0,0.4433962264150943,295.0,114.0,0.4,171.0,22.0,40.0,0.3548387096774194,44.0,68.0,0.495575221238938,56.0
Jonah Gadjovich,8479981,1998-10-12,FLA,17377.006666666675,289:37,39,445.5642735042738,7:26,2,2,4,0,36,0.05555555555555555,F,10.40778370836598,-3.407783708365983,10.313885869517009,-3.313885869517009,255.0,0.5120481927710844,243.0,128.0,0.5182186234817814,119.0,27.0,28.0,0.4909090909090909,39.0,41.0,0.684931506849315,23.0
James Malatesta,,,CBJ,6728.933333333331,112:09,11,611.7212121212119,10:12,2,2,4,-1,12,0.16666666666666666,F,3.692246381312715,0.3077536186872842,6.370217172665385,-1.3702171726653851,81.0,0.4175257731958763,113.0,42.0,0.3925233644859813,65.0,10.0,19.0,0.3448275862068966,14.0,32.0,0.4146341463414634,24.0
Tyler Pitlick,8475752,1991-11-01,NYR,20772.62333333333,346:13,34,610.9595098039214,10:11,1,3,4,-6,33,0.030303030303030304,F,11.713773298813903,-2.7137732988138987,16.18963975579448,-1.1896397557944804,243.0,0.3932038834951456,375.0,130.0,0.4166666666666667,182.0,25.0,45.0,0.3571428571428571,46.0,82.0,0.4678899082568807,58.0
Matt Nieto,8476442,1992-11-05,PIT,15339.119999999995,255:39,22,697.2327272727271,11:37,1,3,4,5,14,0.07142857142857142,F,7.18284187617748,0.8171581238225207,15.9806248036468,-6.980624803646797,172.0,0.3474747474747475,323.0,94.0,0.3547169811320754,171.0,19.0,30.0,0.3877551020408163,29.0,75.0,0.5454545454545454,55.0
Nicolas Deslauriers,8475235,1991-02-22,PHI,29274.77333333333,487:55,60,487.91288888888886,8:08,1,3,4,-8,51,0.0196078431372549,F,12.765339458498104,-4.765339458498114,18.15956086673928,-2.159560866739284,385.0,0.4450867052023121,480.0,207.0,0.4726027397260274,231.0,28.0,44.0,0.3888888888888889,65.0,84.0,0.5394736842105263,69.0
Devin Shore,8476913,1994-07-19,SEA,10056.016666666665,167:36,21,478.8579365079363,7:59,1,3,4,3,17,0.058823529411764705,F,6.591411110677935,2.4085888893220666,6.04188135037647,-0.0418813503764725,143.0,0.5035211267605634,141.0,76.0,0.5205479452054794,70.0,14.0,13.0,0.5185185185185185,31.0,20.0,0.4,24.0
Ross Johnston,8477527,1994-02-18,ANA,33376.21666666665,556:16,68,490.8267156862742,8:11,1,3,4,-11,39,0.02564102564102564,F,12.47098070647017,-3.4709807064701668,24.44157877078371,-4.441578770783712,381.0,0.4079229122055675,553.0,205.0,0.4149797570850202,289.0,35.0,63.0,0.3571428571428571,58.0,134.0,0.5632183908045977,78.0
Givani Smith,8479379,1998-02-27,SJS,16845.119999999995,280:45,36,467.91999999999985,7:48,1,3,4,-13,30,0.03333333333333333,F,8.650416876301628,-2.6504168763016285,14.2245242989357,4.775475701064283,228.0,0.4359464627151052,295.0,123.0,0.4505494505494505,150.0,19.0,35.0,0.3518518518518518,42.0,70.0,0.5,41.0
Jaret Anderson-Dolan,8479994,1999-09-12,NSH,20532.70333333332,342:13,31,662.3452688172039,11:02,1,3,4,-5,30,0.03333333333333333,F,12.324578738768862,-1.3245787387688606,17.8996326288785,0.100367371121502,277.0,0.4328125,363.0,159.0,0.4582132564841498,188.0,36.0,44.0,0.45,43.0,65.0,0.5,54.0
Alex Turcotte,8481532,2001-02-26,LAK,11142.433333333323,185:42,20,557.1216666666662,9:17,1,3,4,5,17,0.058823529411764705,F,7.643205039863112,1.3567949601368894,5.362141246146251,-1.36214124614625,184.0,0.5411764705882353,156.0,98.0,0.56,77.0,19.0,19.0,0.5,40.0,29.0,0.6122448979591837,19.0
Landon Slaggert,8482172,2002-06-25,CHI,10802.833333333334,180:03,16,675.1770833333334,11:15,1,3,4,1,12,0.08333333333333333,F,5.178769301185088,2.82123069881491,10.925034428345404,-2.9250344283454015,120.0,0.3669724770642202,207.0,54.0,0.3121387283236994,119.0,13.0,27.0,0.325,20.0,53.0,0.4864864864864865,38.0
Marat Khusnutdinov,8482177,2002-07-17,MIN,12584.866666666663,209:45,16,786.5541666666666,13:07,1,3,4,-3,10,0.1,F,6.6163561123248265,-1.6163561123248282,8.30199603285433,-0.3019960328543311,170.0,0.4761904761904761,187.0,88.0,0.4731182795698925,98.0,17.0,20.0,0.4594594594594595,38.0,40.0,0.5396825396825397,29.0
Jansen Harkins,8478424,1997-05-23,PIT,22150.893333333333,369:11,45,492.242074074074,8:12,0,4,4,-4,34,0%,F,11.95217488112033,-5.95217488112034,14.89600190990448,-4.896001909904485,334.0,0.4805755395683453,361.0,168.0,0.4970414201183432,170.0,28.0,39.0,0.417910447761194,58.0,76.0,0.4845360824742268,50.0
Mitchell Stephens,8478477,1997-02-05,MTL,12462.33333333333,207:42,23,541.8405797101448,9:02,2,1,3,1,17,0.11764705882352941,F,4.511077141167323,3.4889228588326793,12.340093176318806,0.6599068236811952,125.0,0.3434065934065934,239.0,66.0,0.336734693877551,130.0,14.0,30.0,0.3181818181818182,22.0,51.0,0.45,44.0
Rourke Chartier,8478078,1996-04-03,OTT,23901.706666666665,398:22,37,645.992072072072,10:46,2,1,3,-4,40,0.05,F,11.833466277682293,-2.8334662776822994,19.34556574566046,2.654434254339546,283.0,0.4054441260744986,415.0,153.0,0.408,222.0,34.0,37.0,0.4788732394366197,38.0,103.0,0.4878048780487805,63.0
Zack MacEwen,8479772,1996-07-08,OTT,11499.863333333333,191:40,30,383.3287777777777,6:23,2,1,3,-2,23,0.08695652173913043,F,5.6659581805311285,2.334041819468872,6.7264755440255755,3.273524455974423,177.0,0.4889502762430939,185.0,87.0,0.4833333333333333,93.0,12.0,14.0,0.4615384615384615,24.0,33.0,0.4745762711864407,31.0
Trey Fix-Wolansky,8480441,1999-05-26,CBJ,7254.183333333339,120:54,11,659.4712121212126,10:59,2,1,3,-1,15,0.13333333333333333,F,6.396151499824876,-1.3961514998248743,6.656324205433974,-0.6563242054339742,140.0,0.5185185185185185,130.0,72.0,0.5255474452554745,65.0,15.0,18.0,0.4545454545454545,26.0,35.0,0.5526315789473685,17.0
James Hamblin,8480468,1999-04-27,EDM,14753.109999999995,245:53,31,475.90677419354824,7:56,2,1,3,3,21,0.09523809523809523,F,8.39350191480869,0.6064980851913084,7.93362564203877,-1.9336256420387692,213.0,0.4797297297297297,231.0,112.0,0.495575221238938,114.0,28.0,20.0,0.5833333333333334,41.0,38.0,0.582089552238806,28.0
